"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"541" "regulation of non-canonical Wnt signaling pathway (GO:2000050)" "3/11" 0.0394209026167485 0.37183893910031 0 0 3.79842998227399 12.2820679162632 "RNF213;ZNRF3;RSPO3"
"542" "somite development (GO:0061053)" "3/11" 0.0394209026167485 0.371152889397173 0 0 3.79842998227399 12.2820679162632 "PTCH1;IHH;MEOX2"
"543" "positive regulation of blood vessel endothelial cell migration (GO:0043536)" "7/45" 0.0399918613488387 0.375835116874998 0 0 2.16651191581554 6.9741736870768 "MAP2K3;AKT3;FGF18;PIK3C2A;FGF2;VEGFA;FGFR1"
"544" "positive regulation of cellular component organization (GO:0051130)" "13/106" 0.0401852246700664 0.376958090976744 0 0 1.7080990171861 5.49026733769262 "BDNF;INSR;PRKCD;WNT7A;DLL1;IGF1R;VEGFA;PTPRD;RELN;SYNDIG1;CDC42EP2;ADGRL1;FNIP2"
"545" "negative regulation of osteoblast differentiation (GO:0045668)" "5/27" 0.0406991394007151 0.381078363966696 0 0 2.57918085216135 8.25737215439678 "SKI;CDK6;PTCH1;NBR1;AXIN2"
"546" "positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)" "5/27" 0.0406991394007151 0.380380418245145 0 0 2.57918085216135 8.25737215439678 "CDC42;MYADM;RREB1;CRKL;LIMS1"
"547" "regulation of calcium ion transmembrane transporter activity (GO:1901019)" "5/27" 0.0406991394007151 0.379685024427513 0 0 2.57918085216135 8.25737215439678 "FKBP1A;JPH3;CACNB4;CALM1;JPH1"
"548" "negative regulation of smooth muscle cell proliferation (GO:0048662)" "5/27" 0.0406991394007151 0.378992168543521 0 0 2.57918085216135 8.25737215439678 "CNN1;PDCD4;MFN2;PRKG1;APLN"
"549" "cellular response to interleukin-1 (GO:0071347)" "17/150" 0.0410541358905033 0.381601558195334 0 0 1.57845868152275 5.03980341931704 "CHUK;PELI2;MYLK3;CX3CL1;IKBKB;PSMA5;PSMD7;IRAK2;PSME3;TRAF6;TAB3;HAS2;UBE2V1;PSMF1;BTRC;MAP3K7;MAP2K6"
"550" "regulation of primary metabolic process (GO:0080090)" "16/139" 0.0412128618845827 0.382380425812774 0 0 1.60317428508447 5.11253063414454 "IRS1;CHD9;ROCK2;G0S2;HMGCR;NCOR2;PSMA5;PSMD7;TBL1XR1;ACOX1;PSME3;CARM1;PSMF1;FGFR4;PLPP1;FDFT1"
"551" "negative regulation of phosphorylation (GO:0042326)" "10/75" 0.0413614410501441 0.383062493065128 0 0 1.85701021355617 5.91533186211886 "PID1;CHORDC1;PAQR3;PTEN;PPIF;MYADM;SLIT2;ATG14;CBFA2T3;LRP6"
"552" "positive regulation of protein modification by small protein conjugation or removal (GO:1903322)" "9/65" 0.0418275519913843 0.386677532268178 0 0 1.92843368330834 6.12123423234234 "AMER1;FKBP1A;FBXW7;NSMCE3;TRAF6;SPRTN;ADRB2;PIAS1;SMAD7"
"553" "regulation of myeloid cell differentiation (GO:0045637)" "9/65" 0.0418275519913843 0.385978296224293 0 0 1.92843368330834 6.12123423234234 "MOV10;CDK6;KMT2A;AGO3;AGO4;ZBTB16;AGO1;RUNX1;TNRC6B"
"554" "positive regulation of protein metabolic process (GO:0051247)" "12/96" 0.0418977235567923 0.385927948213558 0 0 1.74094707520891 5.52319600264069 "APP;MAPK8;CSF1;SMURF2;APC;ROCK2;SMURF1;WWP1;WNT7A;NKD1;FOXO1;RNF41"
"555" "positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)" "4/19" 0.0430678705625401 0.39599160987503 0 0 2.93212138982554 9.22145733016834 "FLCN;ING2;RNF111;HIPK2"
"556" "regulation of sprouting angiogenesis (GO:1903670)" "4/19" 0.0430678705625401 0.395279394749356 0 0 2.93212138982554 9.22145733016834 "FGF1;DLL1;FGF2;VEGFA"
"557" "cellular polysaccharide catabolic process (GO:0044247)" "4/19" 0.0430678705625401 0.394569736949088 0 0 2.93212138982554 9.22145733016834 "PHKG2;PHKA1;CALM1;PGM2L1"
"558" "acetylcholine receptor signaling pathway (GO:0095500)" "4/19" 0.0430678705625401 0.393862622725165 0 0 2.93212138982554 9.22145733016834 "LYNX1;GNAQ;RGS8;CDK5R1"
"559" "histone deubiquitination (GO:0016578)" "4/19" 0.0430678705625401 0.393158038426909 0 0 2.93212138982554 9.22145733016834 "USP15;USP49;USP3;ATXN7L3"
"560" "positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)" "4/19" 0.0430678705625401 0.392455970501146 0 0 2.93212138982554 9.22145733016834 "FLCN;ING2;RNF111;HIPK2"
"561" "regulation of catenin import into nucleus (GO:0035412)" "4/19" 0.0430678705625401 0.39175640549134 0 0 2.93212138982554 9.22145733016834 "KANK1;WNT3A;GNAQ;AXIN2"
"562" "negative regulation of cell junction assembly (GO:1901889)" "4/19" 0.0430678705625401 0.391059330036729 0 0 2.93212138982554 9.22145733016834 "IKBKB;ROCK1;ROCK2;PTEN"
"563" "apoptotic process (GO:0006915)" "24/231" 0.043644585450126 0.395592041833024 0 0 1.44702094562819 4.53160083791391 "NOTCH2;EIF5A;APP;CSRNP1;DMPK;PLAG1;ZBTB16;PRKCD;SIAH1;CIDEB;NSG1;TNFAIP1;RTN4;ADORA2A;PPP2R1A;PLAGL1;CHEK1;PPIF;BCL2;PDCD4;NLRP1;RAF1;MAP3K7;OGT"
"564" "regulation of generation of precursor metabolites and energy (GO:0043467)" "7/46" 0.0443627320054473 0.401388335857797 0 0 2.11941383068911 6.60272760046257 "POM121;SEH1L;POM121C;NUP210;NUP50;ATP7A;OGT"
"565" "regulation of G1/S transition of mitotic cell cycle (GO:2000045)" "7/46" 0.0443627320054473 0.400677914024421 0 0 2.11941383068911 6.60272760046257 "PID1;DDX3X;LSM11;CCND2;PSME3;PTEN;E2F7"
"566" "negative regulation of Wnt signaling pathway (GO:0030178)" "19/174" 0.0444405180501878 0.400671313798778 0 0 1.52082733006756 4.7352535365391 "AMER1;RNF43;FZD6;AXIN2;NKD1;LRP6;PSMA5;CYLD;PSMD7;RNF213;HMGXB4;LATS2;ZNRF3;APC;PSME3;GRB10;PSMF1;TRABD2B;WNT4"
"567" "positive regulation of JNK cascade (GO:0046330)" "10/76" 0.044692979550325 0.402236815952925 0 0 1.83257586864096 5.69553373174218 "APP;TRAF6;SEMA3A;TAOK1;MINK1;WNT7A;ZNF622;MAP3K7;MAP3K4;HIPK2"
"568" "chordate embryonic development (GO:0043009)" "8/56" 0.0455118257922269 0.408885294045306 0 0 1.98965380023876 6.14759864559067 "FLCN;PTPRR;PTCH1;CHD7;ADAM10;PCSK5;VEGFA;FGFR1"
"569" "autophagosome organization (GO:1905037)" "8/56" 0.0455118257922269 0.40816669071658 0 0 1.98965380023876 6.14759864559067 "GABARAPL1;RAB23;ATG9A;RAB35;TP53INP1;WIPI2;ATG14;ATG13"
"570" "RNA export from nucleus (GO:0006405)" "14/119" 0.0460827555638874 0.412561932706171 0 0 1.63853842372604 5.04230126957053 "EIF5A;POM121;SEH1L;RANBP3;NUP210;TSC1;DDX19B;POM121C;ZC3H11A;NUP50;HNRNPA2B1;EIF4E;SRSF10;SRSF11"
"571" "protein K63-linked ubiquitination (GO:0070534)" "6/37" 0.0464314218017802 0.414955421111181 0 0 2.25852593540616 6.93317515983988 "HECTD1;UBE2B;TRAF6;BFAR;TMEM189-UBE2V1;UBE2V1"
"572" "negative regulation of G0 to G1 transition (GO:0070317)" "6/37" 0.0464314218017802 0.414229974570777 0 0 2.25852593540616 6.93317515983988 "SUZ12;CBX5;RYBP;EED;CHEK1;EPC1"
"573" "regulation of carbohydrate catabolic process (GO:0043470)" "6/37" 0.0464314218017802 0.41350706012999 0 0 2.25852593540616 6.93317515983988 "POM121;SEH1L;POM121C;NUP210;NUP50;OGT"
"574" "chondrocyte differentiation (GO:0002062)" "5/28" 0.0467235779278605 0.415384003773296 0 0 2.48706725029845 7.61914634160967 "WNT10B;WNT2B;HMGA2;WNT7A;RUNX1"
"575" "protein K63-linked deubiquitination (GO:0070536)" "5/28" 0.0467235779278605 0.414661596810212 0 0 2.48706725029845 7.61914634160967 "OTUB2;OTUD4;USP25;CYLD;YOD1"
"576" "regulation of cell morphogenesis (GO:0022604)" "5/28" 0.0467235779278605 0.413941698204639 0 0 2.48706725029845 7.61914634160967 "ZMYM2;PHIP;PDZD8;CAMSAP1;BCL9L"
"577" "regulation of actin polymerization or depolymerization (GO:0008064)" "5/28" 0.0467235779278605 0.413224294914856 0 0 2.48706725029845 7.61914634160967 "FCHSD1;FCHSD2;ARHGAP18;BRK1;ARHGAP35"
"578" "neuron projection extension (GO:1990138)" "5/28" 0.0467235779278605 0.412509373989398 0 0 2.48706725029845 7.61914634160967 "SLC9A6;USP9X;SEMA3A;PLXNB1;SH3GL2"
"579" "negative regulation of proteasomal protein catabolic process (GO:1901799)" "5/28" 0.0467235779278605 0.411796922566273 0 0 2.48706725029845 7.61914634160967 "USP25;RYBP;PSMF1;OGT;N4BP1"
"580" "phosphatidylinositol biosynthetic process (GO:0006661)" "12/98" 0.0478846689310247 0.421302526818998 0 0 1.70541754306179 5.1826955088406 "PIGB;MTMR3;SYNJ1;PLEKHA1;PITPNM3;PTEN;OCRL;PIP4K2C;PIK3R1;MTMR4;PIK3C2A;FGF2"
"581" "positive regulation of macromolecule biosynthetic process (GO:0010557)" "16/142" 0.048539822453345 0.426331693596247 0 0 1.56930440582212 4.74772762592405 "DYRK2;DDX3X;IRS1;PTH;INSR;SAMD4A;SUCO;NMD3;IGF1;SVIP;IGF1R;RPS6KB1;CD28;CPEB3;FGFR4;WNT4"
"582" "negative regulation of cellular biosynthetic process (GO:0031327)" "7/47" 0.0490292629258524 0.42989059915915 0 0 2.07431991939785 6.25477558700381 "FBXW7;RAPGEF2;SIK1;ERLIN2;SOGA1;WNT4;ASB1"
"583" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)" "7/47" 0.0490292629258524 0.429153222488208 0 0 2.07431991939785 6.25477558700381 "PTPRD;TENM2;CADM1;AMIGO1;ADGRL1;UMOD;FAT4"
"584" "regulation of TOR signaling (GO:0032006)" "9/67" 0.04933029163324 0.431048764048671 0 0 1.87086849873197 5.62984920110366 "FLCN;RRAGA;PRKAA1;DEPTOR;SEH1L;GNA12;TSC1;RICTOR;LAMTOR3"
"585" "I-kappaB kinase/NF-kappaB signaling (GO:0007249)" "8/57" 0.0497524901970822 0.433994799103778 0 0 1.95474759321703 5.86560086481454 "IKBKB;CHUK;ROCK1;ROCK2;IRAK2;TRAF6;TAB3;MAP3K7"
"586" "cellular response to arsenic-containing substance (GO:0071243)" "3/12" 0.0498246971925233 0.433882985961513 0 0 3.48189415041783 10.4430518465259 "DDX3X;PPIF;CPEB2"
"587" "regulation of protein localization to cell periphery (GO:1904375)" "3/12" 0.0498246971925233 0.433143832663452 0 0 3.48189415041783 10.4430518465259 "VAMP8;VPS4A;VTI1B"
"588" "regulation of establishment of endothelial barrier (GO:1903140)" "3/12" 0.0498246971925233 0.432407193492256 0 0 3.48189415041783 10.4430518465259 "IKBKB;ROCK1;ROCK2"
"589" "positive regulation of pseudopodium assembly (GO:0031274)" "3/12" 0.0498246971925233 0.431673055642524 0 0 3.48189415041783 10.4430518465259 "CDC42;APC;CDC42EP2"
"590" "cytoplasmic translational initiation (GO:0002183)" "3/12" 0.0498246971925233 0.430941406395672 0 0 3.48189415041783 10.4430518465259 "DENR;EIF4B;EIF3A"
"591" "regulation of mononuclear cell migration (GO:0071675)" "3/12" 0.0498246971925233 0.430212233119199 0 0 3.48189415041783 10.4430518465259 "CSF1;KARS;SLIT2"
"592" "regulation of pseudopodium assembly (GO:0031272)" "3/12" 0.0498246971925233 0.429485523265957 0 0 3.48189415041783 10.4430518465259 "CDC42;APC;CDC42EP2"
"593" "positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)" "3/12" 0.0498246971925233 0.428761264373434 0 0 3.48189415041783 10.4430518465259 "TMEM33;PIK3R1;ATF6"
"594" "cellular response to fatty acid (GO:0071398)" "3/12" 0.0498246971925233 0.428039444063041 0 0 3.48189415041783 10.4430518465259 "PID1;PDK4;PDK3"
"595" "negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)" "3/12" 0.0498246971925233 0.427320050039406 0 0 3.48189415041783 10.4430518465259 "SPRY4;SPRY3;APLN"
"596" "positive regulation of neuron migration (GO:2001224)" "3/12" 0.0498246971925233 0.426603070089675 0 0 3.48189415041783 10.4430518465259 "ZNF609;SEMA3A;RAPGEF2"
"597" "regulation of retrograde protein transport, ER to cytosol (GO:1904152)" "3/12" 0.0498246971925233 0.425888492082825 0 0 3.48189415041783 10.4430518465259 "OS9;SVIP;UBE2J1"
"598" "iron ion transport (GO:0006826)" "3/12" 0.0498246971925233 0.425176303968974 0 0 3.48189415041783 10.4430518465259 "SLC25A37;TFRC;SLC11A2"
"599" "regulation of epidermal cell differentiation (GO:0045604)" "4/20" 0.0508767327961571 0.433428994088129 0 0 2.78551532033426 8.29623837304758 "ROCK1;ROCK2;DLL1;RUNX1"
"600" "dopamine metabolic process (GO:0042417)" "4/20" 0.0508767327961571 0.432706612431316 0 0 2.78551532033426 8.29623837304758 "AOC1;DRD1;COMT;ATP7A"
"601" "regulation of cell development (GO:0060284)" "4/20" 0.0508767327961571 0.431986634706805 0 0 2.78551532033426 8.29623837304758 "YAP1;NOTCH2;DLL1;CLOCK"
"602" "negative regulation of protein depolymerization (GO:1901880)" "4/20" 0.0508767327961571 0.431269048934866 0 0 2.78551532033426 8.29623837304758 "APC;KATNB1;CAMSAP1;CLASP1"
"603" "glial cell development (GO:0021782)" "4/20" 0.0508767327961571 0.43055384321524 0 0 2.78551532033426 8.29623837304758 "APP;CDK6;NF1;DLL1"
"604" "eye morphogenesis (GO:0048592)" "4/20" 0.0508767327961571 0.429841005726473 0 0 2.78551532033426 8.29623837304758 "SKI;NF1;NKD1;VEGFA"
"605" "positive regulation of cAMP biosynthetic process (GO:0030819)" "4/20" 0.0508767327961571 0.429130524725272 0 0 2.78551532033426 8.29623837304758 "PTH;NF1;CALM1;PTHLH"
"606" "embryonic digestive tract development (GO:0048566)" "4/20" 0.0508767327961571 0.428422388545857 0 0 2.78551532033426 8.29623837304758 "PKDCC;SALL1;RARB;PCSK5"
"607" "glycosaminoglycan biosynthetic process (GO:0006024)" "12/99" 0.0510875556089743 0.429488955968033 0 0 1.68819110323289 5.02104219057621 "HS3ST3B1;EXT2;B4GALT1;GLCE;DSEL;ABCC5;B3GNT2;HAS2;HS3ST5;HSPG2;GPC6;DCN"
"608" "regulation of angiogenesis (GO:0045765)" "19/177" 0.05127571446452 0.430361794263891 0 0 1.49505059565963 4.44110466784598 "EGLN1;ROCK1;ROCK2;PDE3B;HMGA2;PTPRM;FGF1;FGF2;HSPG2;DCN;AMOT;RUNX1;HIPK2;VEGFA;SPRED1;AGO1;FGF18;NF1;EPHA1"
"609" "cellular response to peptide hormone stimulus (GO:0071375)" "13/110" 0.0516399343173635 0.432707035831701 0 0 1.64598632565206 4.87781461182472 "IRS1;INSR;PRKCD;PDE3B;MYO5A;PIK3R1;FOXO1;ADCY5;RAB10;SELENOS;RPS6KB1;PRKAR2A;CPEB2"
"610" "stimulatory C-type lectin receptor signaling pathway (GO:0002223)" "14/121" 0.0517790936973895 0.433161828094719 0 0 1.61145514399503 4.7711461254436 "CHUK;PRKCD;IKBKB;PSMA5;PSMD7;PSME3;TRAF6;TAB3;KRAS;UBE2V1;PSMF1;BTRC;RAF1;MAP3K7"
"611" "regulation of cellular amide metabolic process (GO:0034248)" "6/38" 0.051924061147218 0.433663639990595 0 0 2.19909104236915 6.50485190658897 "APP;ATXN2;ROCK1;TSC1;EIF4E;GFAP"
"612" "regulation of cellular pH (GO:0030641)" "6/38" 0.051924061147218 0.432955039271656 0 0 2.19909104236915 6.50485190658897 "SLC4A7;SLC4A8;SLC9A6;SLC9A8;CHORDC1;SLC4A4"
"613" "regulation of embryonic development (GO:0045995)" "5/29" 0.0532484963896384 0.443274187726468 0 0 2.40130631063298 7.04251683701271 "RPS6KA6;INSR;LHX1;DLL1;CLASP1"
"614" "regulation of actin filament polymerization (GO:0030833)" "9/68" 0.0533939542259113 0.443761153770074 0 0 1.84335572669179 5.40113874437131 "FCHSD1;KANK1;FCHSD2;PRKCD;MYADM;CDC42EP2;ARHGAP18;NCKAP1L;SLIT2"
"615" "positive regulation of ERK1 and ERK2 cascade (GO:0070374)" "21/201" 0.0535662055388042 0.444468856690272 0 0 1.4551199434582 4.25889874942916 "RET;DDR1;NOTCH2;APP;NTRK2;EPHA7;MAP2K1;FBXW7;FLT3;INSR;HTR2A;FGF2;CX3CL1;IGF1R;GAREM1;KARS;RAPGEF2;EPHA1;RAF1;FGFR4;FGFR1"
"616" "ubiquitin-dependent ERAD pathway (GO:0030433)" "8/58" 0.0542406888571073 0.449334797463991 0 0 1.92104504850639 5.59854756558013 "SELENOS;OS9;UBE4A;YOD1;UBE4B;ERLIN2;USP19;UBE2J1"
"617" "post-Golgi vesicle-mediated transport (GO:0006892)" "8/58" 0.0542406888571073 0.448606540093709 0 0 1.92104504850639 5.59854756558013 "VAMP8;RAB10;KIF16B;ARL3;VTI1A;MYO5A;RBSN;VTI1B"
"618" "mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)" "12/100" 0.0544329761836211 0.44946841013757 0 0 1.67130919220056 4.86482194249647 "EIF5A;POM121;DDX19B;SEH1L;NUP210;POM121C;ZC3H11A;NUP50;HNRNPA2B1;EIF4E;SRSF10;SRSF11"
"619" "mitochondrion organization (GO:0007005)" "18/167" 0.0548279102520461 0.451998103418725 0 0 1.50117592113822 4.35874820803449 "ESRRA;PID1;CLUH;MIGA1;SIRT4;MIEF2;MTFR1L;TRAK1;TIMM10B;OXA1L;GLUD1;TERT;AKT3;PPIF;MFN2;ATP7A;NFE2L1;GABPA"
"620" "post-translational protein modification (GO:0043687)" "34/357" 0.0561883579593906 0.462466436559307 0 0 1.32643586682584 3.81886947511512 "APP;CSF1;FBXO27;CUL2;DCUN1D1;DCAF8;COPS7B;LAMC1;DCAF5;FBXO21;FSTL1;FBXO22;DCAF7;FBXL20;PSMD7;PSMF1;DCAF10;BTRC;SOCS6;SOCS5;WDTC1;FBXW7;ZBTB16;ADAM10;FBXO10;PDIA6;PSMA5;GAN;PSME3;MGAT4A;CALU;ASB7;SPSB4;ASB1"
"621" "negative regulation of angiogenesis (GO:0016525)" "9/69" 0.0576697169064082 0.473894630230919 0 0 1.81664042630495 5.18291706470972 "SPRED1;ROCK1;ROCK2;AGO1;PDE3B;PTPRM;HSPG2;DCN;AMOT"
"622" "regulation of G0 to G1 transition (GO:0070316)" "6/39" 0.0577958317756681 0.474167410854074 0 0 2.14270409256482 6.10850357941291 "SUZ12;CBX5;RYBP;EED;CHEK1;EPC1"
"623" "regulation of RNA metabolic process (GO:0051252)" "6/39" 0.0577958317756681 0.473406307465866 0 0 2.14270409256482 6.10850357941291 "MBNL2;SON;ESRP2;FASTK;ESRP1;AHNAK2"
"624" "regulation of coenzyme metabolic process (GO:0051196)" "6/39" 0.0577958317756681 0.472647643511593 0 0 2.14270409256482 6.10850357941291 "POM121;SEH1L;POM121C;NUP210;NUP50;OGT"
"625" "regulation of protein ubiquitination (GO:0031396)" "12/101" 0.0579228976913673 0.472928875070476 0 0 1.65476157643619 4.71382415889182 "AMER1;FKBP1A;ZER1;FBXW7;NSMCE3;TRAF6;CHORDC1;SPRTN;ADRB2;OGT;N4BP1;SMAD7"
"626" "regulation of kinase activity (GO:0043549)" "12/101" 0.0579228976913673 0.472173397634261 0 0 1.65476157643619 4.71382415889182 "TSPYL2;RET;DDR1;NTRK2;EPHA7;FLT3;INSR;ZNF622;EPHA1;FGFR4;IGF1R;FGFR1"
"627" "intrinsic apoptotic signaling pathway (GO:0097193)" "12/101" 0.0579228976913673 0.47142033001443 0 0 1.65476157643619 4.71382415889182 "DDX3X;ZMAT3;PRKCD;CUL2;ITPR1;BCL2;CIDEB;CHAC1;ZNF622;FNIP2;BCL2L2;HIPK2"
"628" "tumor necrosis factor-mediated signaling pathway (GO:0033209)" "14/123" 0.0579428790278231 0.470832024966531 0 0 1.58525262132844 4.51527123365039 "EDA;CHUK;TXNDC17;TNFSF13B;IKBKB;PSMA5;BAG4;PSMD7;KARS;TRAF3;PSME3;PSMF1;RELT;LIMS1"
"629" "regulation of megakaryocyte differentiation (GO:0045652)" "7/49" 0.0592648699042784 0.480808634533439 0 0 1.98965380023876 5.62224146758004 "MOV10;KMT2A;AGO3;AGO4;AGO1;RUNX1;TNRC6B"
"630" "hyaluronan metabolic process (GO:0030212)" "4/21" 0.0594051920060942 0.481182055249363 0 0 2.65287173365168 7.49004814676575 "ABCC5;CHORDC1;HAS2;FGF2"
"631" "establishment of endothelial barrier (GO:0061028)" "4/21" 0.0594051920060942 0.480419484638825 0 0 2.65287173365168 7.49004814676575 "RAP2C;RAPGEF1;MYADM;RAPGEF2"
"632" "hepaticobiliary system development (GO:0061008)" "4/21" 0.0594051920060942 0.479659327226422 0 0 2.65287173365168 7.49004814676575 "TGFBR3;NF1;RARB;WNT4"
"633" "positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)" "4/21" 0.0594051920060942 0.478901571575195 0 0 2.65287173365168 7.49004814676575 "SESN2;CHD6;RBPJ;VEGFA"
"634" "cellular protein complex localization (GO:0034629)" "4/21" 0.0594051920060942 0.478146206320345 0 0 2.65287173365168 7.49004814676575 "EXOC3L2;SEH1L;GPN1;SMAD7"
"635" "regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)" "10/80" 0.0598176370254554 0.480707719277006 0 0 1.74094707520891 4.9032986211244 "NTRK2;FLT3;UNC5B;PTEN;PLXNB1;PIP4K2C;PPP2R5C;IGF1;DCN;FGFR1"
"636" "positive regulation of stress-activated MAPK cascade (GO:0032874)" "10/80" 0.0598176370254554 0.479951889529715 0 0 1.74094707520891 4.9032986211244 "APP;KARS;SEMA3A;TAOK1;MINK1;WNT7A;ZNF622;MAP3K4;HIPK2;VEGFA"
"637" "RNA transport (GO:0050658)" "10/80" 0.0598176370254554 0.479198432874252 0 0 1.74094707520891 4.9032986211244 "POM121;ATXN2;RANBP3;POM121C;KIF5C;ZC3H11A;HNRNPA2B1;EIF4E;SRSF11;SIDT2"
"638" "smoothened signaling pathway (GO:0007224)" "5/30" 0.0602750620526884 0.482106021402616 0 0 2.32126276694522 6.52004834127778 "DYRK2;KIAA0586;PTCH1;IHH;SEPT2"
"639" "artery morphogenesis (GO:0048844)" "5/30" 0.0602750620526884 0.481351551885554 0 0 2.32126276694522 6.52004834127778 "NF1;LRP2;SMAD7;VEGFA;BMPR1A"
"640" "negative regulation of kinase activity (GO:0033673)" "11/91" 0.0610324012011663 0.486638036452425 0 0 1.68355321558664 4.7078046886277 "SPRED1;DEPTOR;GNAQ;CHORDC1;NF1;EPHA1;SOCS6;PPM1E;DCN;TARBP2;LRP6"
"641" "innate immune response activating cell surface receptor signaling pathway (GO:0002220)" "14/124" 0.0612039638855506 0.487244661010865 0 0 1.57246832599515 4.39275839143834 "CHUK;PRKCD;IKBKB;PSMA5;PSMD7;PSME3;TRAF6;TAB3;KRAS;UBE2V1;PSMF1;BTRC;RAF1;MAP3K7"
"642" "regulation of acyl-CoA biosynthetic process (GO:0050812)" "3/13" 0.0614142001513542 0.488156796530156 0 0 3.21405613884723 8.9675836653475 "PDPR;PDK4;PDK3"
"643" "regulation of glucose import in response to insulin stimulus (GO:2001273)" "3/13" 0.0614142001513542 0.4873976102214 0 0 3.21405613884723 8.9675836653475 "PID1;IRS1;PIK3R1"
"644" "tricarboxylic acid metabolic process (GO:0072350)" "3/13" 0.0614142001513542 0.4866407816341 0 0 3.21405613884723 8.9675836653475 "GHR;GLUD1;SIRT4"
"645" "regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510)" "3/13" 0.0614142001513542 0.485886299802109 0 0 3.21405613884723 8.9675836653475 "PDPR;PDK4;PDK3"
"646" "positive regulation of protein complex disassembly (GO:0043243)" "3/13" 0.0614142001513542 0.485134153827183 0 0 3.21405613884723 8.9675836653475 "INSR;ADRB2;IGF1R"
"647" "pathway-restricted SMAD protein phosphorylation (GO:0060389)" "3/13" 0.0614142001513542 0.484384332878455 0 0 3.21405613884723 8.9675836653475 "TGFBR3;USP15;SMAD7"
"648" "cellular potassium ion homeostasis (GO:0030007)" "3/13" 0.0614142001513542 0.483636826191914 0 0 3.21405613884723 8.9675836653475 "KCNMA1;ATP1B4;KCNJ2"
"649" "cranial nerve development (GO:0021545)" "3/13" 0.0614142001513542 0.482891623069893 0 0 3.21405613884723 8.9675836653475 "TFAP2A;SALL1;CHD7"
"650" "RNA interference (GO:0016246)" "3/13" 0.0614142001513542 0.482148712880554 0 0 3.21405613884723 8.9675836653475 "TERT;DICER1;TARBP2"
"651" "regulation of cAMP-dependent protein kinase activity (GO:2000479)" "3/13" 0.0614142001513542 0.481408085057389 0 0 3.21405613884723 8.9675836653475 "PRKAR2A;RAPGEF2;ADRB2"
"652" "regulation of T cell cytokine production (GO:0002724)" "3/13" 0.0614142001513542 0.480669729098712 0 0 3.21405613884723 8.9675836653475 "TRAF6;MAP3K7;SMAD7"
"653" "response to fatty acid (GO:0070542)" "3/13" 0.0614142001513542 0.479933634567168 0 0 3.21405613884723 8.9675836653475 "PID1;PDK4;PDK3"
"654" "ribonucleoprotein complex disassembly (GO:0032988)" "3/13" 0.0614142001513542 0.479199791089236 0 0 3.21405613884723 8.9675836653475 "KIF5B;DENR;KLC1"
"655" "regulation of cellular carbohydrate metabolic process (GO:0010675)" "3/13" 0.0614142001513542 0.478468188354749 0 0 3.21405613884723 8.9675836653475 "PDK4;PDK3;RORA"
"656" "modulation by virus of host process (GO:0019054)" "3/13" 0.0614142001513542 0.477738816116403 0 0 3.21405613884723 8.9675836653475 "KPNA4;KPNA3;KPNA1"
"657" "response to iron ion (GO:0010039)" "3/13" 0.0614142001513542 0.477011664189285 0 0 3.21405613884723 8.9675836653475 "TFAP2A;SLC11A2;BCL2"
"658" "positive regulation of sodium ion transport (GO:0010765)" "3/13" 0.0614142001513542 0.476286722450396 0 0 3.21405613884723 8.9675836653475 "CNKSR3;WNK3;SCN4B"
"659" "Notch receptor processing, ligand-dependent (GO:0035333)" "3/13" 0.0614142001513542 0.47556398083818 0 0 3.21405613884723 8.9675836653475 "DLL4;ADAM10;DLL1"
"660" "synaptic vesicle cycle (GO:0099504)" "3/13" 0.0614142001513542 0.474843429352061 0 0 3.21405613884723 8.9675836653475 "WNT3A;SYNDIG1;WNT7A"
"661" "positive regulation of actin nucleation (GO:0051127)" "3/13" 0.0614142001513542 0.474125058051982 0 0 3.21405613884723 8.9675836653475 "ABI2;BRK1;WASL"
"662" "vascular endothelial growth factor receptor signaling pathway (GO:0048010)" "9/70" 0.0621599558611666 0.479157484531017 0 0 1.79068842021488 4.97461172842513 "CDC42;ROCK1;ROCK2;SH2D2A;BRK1;ELMO2;NCKAP1L;PIK3R1;VEGFA"
"663" "negative regulation of developmental process (GO:0051093)" "9/70" 0.0621599558611666 0.478434773392961 0 0 1.79068842021488 4.97461172842513 "SUZ12;SKI;KANK1;RPS6KA6;CDK6;FBXW7;ZBTB46;DLL1;SKIL"
"664" "smooth muscle tissue development (GO:0048745)" "2/6" 0.0636476428856328 0.489147472357506 0 0 4.64252553389044 12.7873397729691 "NF1;MYLK"
"665" "neuron projection maintenance (GO:1990535)" "2/6" 0.0636476428856328 0.488411912248698 0 0 4.64252553389044 12.7873397729691 "APP;INSR"
